image_path,label,split
HAM10000_all_images/ISIC_0024504.jpg,1,0
HAM10000_all_images/ISIC_0027672.jpg,5,0
HAM10000_all_images/ISIC_0029839.jpg,6,0
HAM10000_all_images/ISIC_0031961.jpg,2,0
HAM10000_all_images/ISIC_0028414.jpg,2,0
HAM10000_all_images/ISIC_0026829.jpg,1,0
HAM10000_all_images/ISIC_0027678.jpg,0,0
HAM10000_all_images/ISIC_0030261.jpg,1,0
HAM10000_all_images/ISIC_0026625.jpg,0,0
HAM10000_all_images/ISIC_0027562.jpg,0,0
HAM10000_all_images/ISIC_0024452.jpg,1,0
HAM10000_all_images/ISIC_0034169.jpg,3,0
HAM10000_all_images/ISIC_0028956.jpg,4,0
HAM10000_all_images/ISIC_0030970.jpg,6,0
HAM10000_all_images/ISIC_0033173.jpg,4,0
HAM10000_all_images/ISIC_0026152.jpg,0,0
HAM10000_all_images/ISIC_0032768.jpg,1,0
HAM10000_all_images/ISIC_0030806.jpg,2,0
HAM10000_all_images/ISIC_0026958.jpg,2,0
HAM10000_all_images/ISIC_0024386.jpg,3,0
HAM10000_all_images/ISIC_0031819.jpg,2,0
HAM10000_all_images/ISIC_0028926.jpg,3,0
HAM10000_all_images/ISIC_0030586.jpg,0,0
HAM10000_all_images/ISIC_0025012.jpg,4,0
HAM10000_all_images/ISIC_0031993.jpg,0,0
HAM10000_all_images/ISIC_0025465.jpg,2,0
HAM10000_all_images/ISIC_0032061.jpg,1,0
HAM10000_all_images/ISIC_0031827.jpg,3,0
HAM10000_all_images/ISIC_0028958.jpg,2,0
HAM10000_all_images/ISIC_0033854.jpg,2,0
HAM10000_all_images/ISIC_0024382.jpg,2,0
HAM10000_all_images/ISIC_0024475.jpg,5,0
HAM10000_all_images/ISIC_0025996.jpg,6,0
HAM10000_all_images/ISIC_0027120.jpg,1,0
HAM10000_all_images/ISIC_0027646.jpg,4,0
HAM10000_all_images/ISIC_0028687.jpg,1,0
HAM10000_all_images/ISIC_0024553.jpg,3,0
HAM10000_all_images/ISIC_0033148.jpg,4,0
HAM10000_all_images/ISIC_0032919.jpg,5,0
HAM10000_all_images/ISIC_0024411.jpg,1,0
HAM10000_all_images/ISIC_0031225.jpg,1,0
HAM10000_all_images/ISIC_0029026.jpg,4,0
HAM10000_all_images/ISIC_0029514.jpg,5,0
HAM10000_all_images/ISIC_0028457.jpg,1,0
HAM10000_all_images/ISIC_0033158.jpg,5,0
HAM10000_all_images/ISIC_0025603.jpg,6,0
HAM10000_all_images/ISIC_0027639.jpg,4,0
HAM10000_all_images/ISIC_0024814.jpg,2,0
HAM10000_all_images/ISIC_0024688.jpg,6,0
HAM10000_all_images/ISIC_0033504.jpg,1,0
HAM10000_all_images/ISIC_0027118.jpg,3,0
HAM10000_all_images/ISIC_0030172.jpg,2,0
HAM10000_all_images/ISIC_0027727.jpg,3,0
HAM10000_all_images/ISIC_0029962.jpg,3,0
HAM10000_all_images/ISIC_0034056.jpg,4,0
HAM10000_all_images/ISIC_0028937.jpg,1,0
HAM10000_all_images/ISIC_0028511.jpg,2,0
HAM10000_all_images/ISIC_0032203.jpg,0,0
HAM10000_all_images/ISIC_0031659.jpg,0,0
HAM10000_all_images/ISIC_0025519.jpg,2,0
HAM10000_all_images/ISIC_0034173.jpg,6,0
HAM10000_all_images/ISIC_0027580.jpg,0,0
HAM10000_all_images/ISIC_0025196.jpg,0,0
HAM10000_all_images/ISIC_0027983.jpg,5,0
HAM10000_all_images/ISIC_0025691.jpg,1,0
HAM10000_all_images/ISIC_0030757.jpg,3,0
HAM10000_all_images/ISIC_0031738.jpg,0,0
HAM10000_all_images/ISIC_0025941.jpg,6,0
HAM10000_all_images/ISIC_0031838.jpg,4,0
HAM10000_all_images/ISIC_0030242.jpg,0,0
HAM10000_all_images/ISIC_0032184.jpg,4,0
HAM10000_all_images/ISIC_0027159.jpg,5,0
HAM10000_all_images/ISIC_0027659.jpg,6,0
HAM10000_all_images/ISIC_0024674.jpg,4,0
HAM10000_all_images/ISIC_0031032.jpg,4,0
HAM10000_all_images/ISIC_0030491.jpg,0,0
HAM10000_all_images/ISIC_0033808.jpg,3,0
HAM10000_all_images/ISIC_0031872.jpg,2,0
HAM10000_all_images/ISIC_0028877.jpg,1,0
HAM10000_all_images/ISIC_0028702.jpg,2,0
HAM10000_all_images/ISIC_0030583.jpg,2,0
HAM10000_all_images/ISIC_0027334.jpg,0,0
HAM10000_all_images/ISIC_0030751.jpg,4,0
HAM10000_all_images/ISIC_0025605.jpg,0,0
HAM10000_all_images/ISIC_0025594.jpg,3,0
HAM10000_all_images/ISIC_0032806.jpg,6,0
HAM10000_all_images/ISIC_0028325.jpg,6,0
HAM10000_all_images/ISIC_0026574.jpg,1,0
HAM10000_all_images/ISIC_0033648.jpg,4,0
HAM10000_all_images/ISIC_0033477.jpg,6,0
HAM10000_all_images/ISIC_0028586.jpg,4,0
HAM10000_all_images/ISIC_0033588.jpg,4,0
HAM10000_all_images/ISIC_0028537.jpg,6,0
HAM10000_all_images/ISIC_0029053.jpg,1,0
HAM10000_all_images/ISIC_0034126.jpg,2,0
HAM10000_all_images/ISIC_0029672.jpg,4,0
HAM10000_all_images/ISIC_0031707.jpg,2,0
HAM10000_all_images/ISIC_0033135.jpg,5,0
HAM10000_all_images/ISIC_0032329.jpg,0,0
HAM10000_all_images/ISIC_0031358.jpg,3,0
HAM10000_all_images/ISIC_0026626.jpg,0,0
HAM10000_all_images/ISIC_0032614.jpg,5,0
HAM10000_all_images/ISIC_0026729.jpg,0,0
HAM10000_all_images/ISIC_0033554.jpg,3,0
HAM10000_all_images/ISIC_0024747.jpg,5,0
HAM10000_all_images/ISIC_0033675.jpg,3,0
HAM10000_all_images/ISIC_0027774.jpg,1,0
HAM10000_all_images/ISIC_0030870.jpg,3,0
HAM10000_all_images/ISIC_0027005.jpg,4,0
HAM10000_all_images/ISIC_0029889.jpg,5,0
HAM10000_all_images/ISIC_0033969.jpg,5,0
HAM10000_all_images/ISIC_0025182.jpg,0,0
HAM10000_all_images/ISIC_0027330.jpg,4,0
HAM10000_all_images/ISIC_0026362.jpg,0,0
HAM10000_all_images/ISIC_0030794.jpg,0,0
HAM10000_all_images/ISIC_0034196.jpg,5,0
HAM10000_all_images/ISIC_0025153.jpg,6,0
HAM10000_all_images/ISIC_0026629.jpg,3,0
HAM10000_all_images/ISIC_0024913.jpg,0,0
HAM10000_all_images/ISIC_0026236.jpg,6,0
HAM10000_all_images/ISIC_0024396.jpg,3,0
HAM10000_all_images/ISIC_0029029.jpg,2,0
HAM10000_all_images/ISIC_0029353.jpg,6,0
HAM10000_all_images/ISIC_0032247.jpg,3,0
HAM10000_all_images/ISIC_0032441.jpg,6,0
HAM10000_all_images/ISIC_0028059.jpg,1,0
HAM10000_all_images/ISIC_0032624.jpg,6,0
HAM10000_all_images/ISIC_0031231.jpg,4,0
HAM10000_all_images/ISIC_0031103.jpg,5,0
HAM10000_all_images/ISIC_0028346.jpg,3,0
HAM10000_all_images/ISIC_0032174.jpg,1,0
HAM10000_all_images/ISIC_0028315.jpg,4,0
HAM10000_all_images/ISIC_0032628.jpg,4,0
HAM10000_all_images/ISIC_0033146.jpg,1,0
HAM10000_all_images/ISIC_0027100.jpg,6,0
HAM10000_all_images/ISIC_0033200.jpg,2,0
HAM10000_all_images/ISIC_0027254.jpg,0,0
HAM10000_all_images/ISIC_0027328.jpg,6,0
HAM10000_all_images/ISIC_0032561.jpg,4,0
HAM10000_all_images/ISIC_0029376.jpg,4,0
HAM10000_all_images/ISIC_0027536.jpg,0,0
HAM10000_all_images/ISIC_0025263.jpg,4,0
HAM10000_all_images/ISIC_0030574.jpg,1,0
HAM10000_all_images/ISIC_0024787.jpg,1,0
HAM10000_all_images/ISIC_0030036.jpg,0,0
HAM10000_all_images/ISIC_0030526.jpg,1,0
HAM10000_all_images/ISIC_0030104.jpg,5,0
HAM10000_all_images/ISIC_0024654.jpg,0,0
HAM10000_all_images/ISIC_0027175.jpg,1,0
HAM10000_all_images/ISIC_0024845.jpg,3,0
HAM10000_all_images/ISIC_0028795.jpg,0,0
HAM10000_all_images/ISIC_0029509.jpg,4,0
HAM10000_all_images/ISIC_0031065.jpg,5,0
HAM10000_all_images/ISIC_0032410.jpg,3,0
HAM10000_all_images/ISIC_0033844.jpg,5,0
HAM10000_all_images/ISIC_0032411.jpg,4,0
HAM10000_all_images/ISIC_0033991.jpg,5,0
HAM10000_all_images/ISIC_0026417.jpg,3,0
HAM10000_all_images/ISIC_0025578.jpg,5,0
HAM10000_all_images/ISIC_0032839.jpg,5,0
HAM10000_all_images/ISIC_0027903.jpg,5,0
HAM10000_all_images/ISIC_0030730.jpg,0,0
HAM10000_all_images/ISIC_0027815.jpg,2,0
HAM10000_all_images/ISIC_0027776.jpg,6,0
HAM10000_all_images/ISIC_0027629.jpg,1,0
HAM10000_all_images/ISIC_0032058.jpg,4,0
HAM10000_all_images/ISIC_0031692.jpg,0,0
HAM10000_all_images/ISIC_0031346.jpg,5,0
HAM10000_all_images/ISIC_0029130.jpg,3,0
HAM10000_all_images/ISIC_0029405.jpg,4,0
HAM10000_all_images/ISIC_0026411.jpg,0,0
HAM10000_all_images/ISIC_0031581.jpg,4,0
HAM10000_all_images/ISIC_0027856.jpg,5,0
HAM10000_all_images/ISIC_0025617.jpg,1,0
HAM10000_all_images/ISIC_0029100.jpg,2,0
HAM10000_all_images/ISIC_0028924.jpg,4,0
HAM10000_all_images/ISIC_0026091.jpg,1,0
HAM10000_all_images/ISIC_0031601.jpg,2,0
HAM10000_all_images/ISIC_0033196.jpg,6,0
HAM10000_all_images/ISIC_0030665.jpg,3,0
HAM10000_all_images/ISIC_0030016.jpg,4,0
HAM10000_all_images/ISIC_0032497.jpg,1,0
HAM10000_all_images/ISIC_0025302.jpg,3,0
HAM10000_all_images/ISIC_0033349.jpg,5,0
HAM10000_all_images/ISIC_0029486.jpg,5,0
HAM10000_all_images/ISIC_0033810.jpg,3,0
HAM10000_all_images/ISIC_0025606.jpg,5,0
HAM10000_all_images/ISIC_0024849.jpg,4,0
HAM10000_all_images/ISIC_0029448.jpg,5,0
HAM10000_all_images/ISIC_0027739.jpg,2,0
HAM10000_all_images/ISIC_0031745.jpg,6,0
HAM10000_all_images/ISIC_0033747.jpg,1,0
HAM10000_all_images/ISIC_0034093.jpg,1,0
HAM10000_all_images/ISIC_0033254.jpg,5,0
HAM10000_all_images/ISIC_0029041.jpg,0,0
HAM10000_all_images/ISIC_0031890.jpg,6,0
HAM10000_all_images/ISIC_0032545.jpg,5,0
HAM10000_all_images/ISIC_0032932.jpg,5,0
HAM10000_all_images/ISIC_0032586.jpg,6,0
HAM10000_all_images/ISIC_0029999.jpg,4,0
HAM10000_all_images/ISIC_0029608.jpg,5,0
HAM10000_all_images/ISIC_0027327.jpg,6,0
HAM10000_all_images/ISIC_0033518.jpg,6,0
HAM10000_all_images/ISIC_0028651.jpg,3,0
HAM10000_all_images/ISIC_0027291.jpg,1,0
HAM10000_all_images/ISIC_0029715.jpg,0,0
HAM10000_all_images/ISIC_0029172.jpg,6,0
HAM10000_all_images/ISIC_0033817.jpg,5,0
HAM10000_all_images/ISIC_0024982.jpg,2,0
HAM10000_all_images/ISIC_0024461.jpg,1,0
HAM10000_all_images/ISIC_0026349.jpg,5,0
HAM10000_all_images/ISIC_0027604.jpg,6,0
HAM10000_all_images/ISIC_0028927.jpg,4,0
HAM10000_all_images/ISIC_0029352.jpg,1,0
HAM10000_all_images/ISIC_0032136.jpg,4,0
HAM10000_all_images/ISIC_0033979.jpg,1,0
HAM10000_all_images/ISIC_0026254.jpg,3,0
HAM10000_all_images/ISIC_0033358.jpg,0,0
HAM10000_all_images/ISIC_0026104.jpg,2,0
HAM10000_all_images/ISIC_0032642.jpg,3,0
HAM10000_all_images/ISIC_0025305.jpg,4,0
HAM10000_all_images/ISIC_0030011.jpg,3,0
HAM10000_all_images/ISIC_0026746.jpg,6,0
HAM10000_all_images/ISIC_0033243.jpg,4,0
HAM10000_all_images/ISIC_0032146.jpg,1,0
HAM10000_all_images/ISIC_0031712.jpg,1,0
HAM10000_all_images/ISIC_0026848.jpg,0,0
HAM10000_all_images/ISIC_0025987.jpg,6,0
HAM10000_all_images/ISIC_0029031.jpg,2,0
HAM10000_all_images/ISIC_0030579.jpg,3,0
HAM10000_all_images/ISIC_0032092.jpg,1,0
HAM10000_all_images/ISIC_0026484.jpg,4,0
HAM10000_all_images/ISIC_0029973.jpg,3,0
HAM10000_all_images/ISIC_0027188.jpg,3,0
HAM10000_all_images/ISIC_0032715.jpg,5,0
HAM10000_all_images/ISIC_0027141.jpg,3,0
HAM10000_all_images/ISIC_0030720.jpg,4,0
HAM10000_all_images/ISIC_0028486.jpg,1,0
HAM10000_all_images/ISIC_0025312.jpg,2,0
HAM10000_all_images/ISIC_0025223.jpg,3,0
HAM10000_all_images/ISIC_0034186.jpg,2,0
HAM10000_all_images/ISIC_0026068.jpg,5,0
HAM10000_all_images/ISIC_0030868.jpg,1,0
HAM10000_all_images/ISIC_0031526.jpg,1,0
HAM10000_all_images/ISIC_0029932.jpg,0,0
HAM10000_all_images/ISIC_0030015.jpg,3,0
HAM10000_all_images/ISIC_0031061.jpg,2,0
HAM10000_all_images/ISIC_0031201.jpg,5,0
HAM10000_all_images/ISIC_0025790.jpg,0,0
HAM10000_all_images/ISIC_0031217.jpg,5,0
HAM10000_all_images/ISIC_0028980.jpg,1,0
HAM10000_all_images/ISIC_0030181.jpg,1,0
HAM10000_all_images/ISIC_0026677.jpg,4,0
HAM10000_all_images/ISIC_0026350.jpg,1,0
HAM10000_all_images/ISIC_0025219.jpg,6,0
HAM10000_all_images/ISIC_0029056.jpg,6,0
HAM10000_all_images/ISIC_0034172.jpg,6,0
HAM10000_all_images/ISIC_0024575.jpg,0,0
HAM10000_all_images/ISIC_0028146.jpg,5,0
HAM10000_all_images/ISIC_0025573.jpg,6,0
HAM10000_all_images/ISIC_0029943.jpg,4,0
HAM10000_all_images/ISIC_0031286.jpg,0,0
HAM10000_all_images/ISIC_0025891.jpg,6,0
HAM10000_all_images/ISIC_0026952.jpg,1,0
HAM10000_all_images/ISIC_0027846.jpg,1,0
HAM10000_all_images/ISIC_0027666.jpg,4,0
HAM10000_all_images/ISIC_0028579.jpg,6,0
HAM10000_all_images/ISIC_0024662.jpg,5,0
HAM10000_all_images/ISIC_0030280.jpg,0,0
HAM10000_all_images/ISIC_0032943.jpg,4,0
HAM10000_all_images/ISIC_0030321.jpg,3,0
HAM10000_all_images/ISIC_0025195.jpg,6,0
HAM10000_all_images/ISIC_0029819.jpg,6,0
HAM10000_all_images/ISIC_0033608.jpg,5,0
HAM10000_all_images/ISIC_0026770.jpg,6,0
HAM10000_all_images/ISIC_0026575.jpg,0,0
HAM10000_all_images/ISIC_0026036.jpg,4,0
HAM10000_all_images/ISIC_0027609.jpg,1,0
HAM10000_all_images/ISIC_0030798.jpg,6,0
HAM10000_all_images/ISIC_0029578.jpg,3,0
HAM10000_all_images/ISIC_0024823.jpg,6,0
HAM10000_all_images/ISIC_0029084.jpg,4,0
HAM10000_all_images/ISIC_0030606.jpg,5,0
HAM10000_all_images/ISIC_0024771.jpg,0,0
HAM10000_all_images/ISIC_0029726.jpg,6,0
HAM10000_all_images/ISIC_0027806.jpg,2,0
HAM10000_all_images/ISIC_0031257.jpg,3,0
HAM10000_all_images/ISIC_0028671.jpg,1,0
HAM10000_all_images/ISIC_0033312.jpg,6,0
HAM10000_all_images/ISIC_0031578.jpg,0,0
HAM10000_all_images/ISIC_0025637.jpg,0,0
HAM10000_all_images/ISIC_0032114.jpg,3,0
HAM10000_all_images/ISIC_0031784.jpg,6,0
HAM10000_all_images/ISIC_0027598.jpg,3,0
HAM10000_all_images/ISIC_0032006.jpg,2,0
HAM10000_all_images/ISIC_0027269.jpg,5,0
HAM10000_all_images/ISIC_0026273.jpg,2,0
HAM10000_all_images/ISIC_0029760.jpg,3,0
HAM10000_all_images/ISIC_0030375.jpg,0,0
HAM10000_all_images/ISIC_0031270.jpg,5,0
HAM10000_all_images/ISIC_0029610.jpg,0,0
HAM10000_all_images/ISIC_0031289.jpg,2,0
HAM10000_all_images/ISIC_0028781.jpg,4,0
HAM10000_all_images/ISIC_0024552.jpg,6,0
HAM10000_all_images/ISIC_0026336.jpg,5,0
HAM10000_all_images/ISIC_0029201.jpg,1,0
HAM10000_all_images/ISIC_0027665.jpg,5,0
HAM10000_all_images/ISIC_0025531.jpg,6,0
HAM10000_all_images/ISIC_0026100.jpg,0,0
HAM10000_all_images/ISIC_0029195.jpg,2,0
HAM10000_all_images/ISIC_0025903.jpg,3,0
HAM10000_all_images/ISIC_0031309.jpg,3,0
HAM10000_all_images/ISIC_0026231.jpg,4,0
HAM10000_all_images/ISIC_0024646.jpg,0,0
HAM10000_all_images/ISIC_0030695.jpg,6,0
HAM10000_all_images/ISIC_0024318.jpg,3,0
HAM10000_all_images/ISIC_0025696.jpg,0,0
HAM10000_all_images/ISIC_0024375.jpg,5,0
HAM10000_all_images/ISIC_0024495.jpg,2,0
HAM10000_all_images/ISIC_0027447.jpg,0,0
HAM10000_all_images/ISIC_0031776.jpg,4,0
HAM10000_all_images/ISIC_0033174.jpg,6,0
HAM10000_all_images/ISIC_0024948.jpg,0,0
HAM10000_all_images/ISIC_0026650.jpg,0,0
HAM10000_all_images/ISIC_0028254.jpg,2,0
HAM10000_all_images/ISIC_0029967.jpg,3,0
HAM10000_all_images/ISIC_0027954.jpg,2,0
HAM10000_all_images/ISIC_0028735.jpg,3,0
HAM10000_all_images/ISIC_0026467.jpg,5,0
HAM10000_all_images/ISIC_0031967.jpg,2,0
HAM10000_all_images/ISIC_0029248.jpg,3,0
HAM10000_all_images/ISIC_0027365.jpg,1,0
HAM10000_all_images/ISIC_0024997.jpg,2,0
HAM10000_all_images/ISIC_0031427.jpg,4,0
HAM10000_all_images/ISIC_0025244.jpg,5,0
HAM10000_all_images/ISIC_0030275.jpg,5,0
HAM10000_all_images/ISIC_0025805.jpg,2,0
HAM10000_all_images/ISIC_0029512.jpg,6,0
HAM10000_all_images/ISIC_0025953.jpg,0,0
HAM10000_all_images/ISIC_0024525.jpg,6,0
HAM10000_all_images/ISIC_0027545.jpg,1,0
HAM10000_all_images/ISIC_0028568.jpg,1,0
HAM10000_all_images/ISIC_0029923.jpg,4,0
HAM10000_all_images/ISIC_0033450.jpg,5,0
HAM10000_all_images/ISIC_0032124.jpg,2,0
HAM10000_all_images/ISIC_0028503.jpg,2,0
HAM10000_all_images/ISIC_0030474.jpg,4,0
HAM10000_all_images/ISIC_0025628.jpg,5,0
HAM10000_all_images/ISIC_0032135.jpg,0,0
HAM10000_all_images/ISIC_0031215.jpg,5,0
HAM10000_all_images/ISIC_0025425.jpg,5,0
HAM10000_all_images/ISIC_0026088.jpg,4,0
HAM10000_all_images/ISIC_0024741.jpg,2,0
HAM10000_all_images/ISIC_0031672.jpg,0,0
HAM10000_all_images/ISIC_0033230.jpg,5,0
HAM10000_all_images/ISIC_0032138.jpg,3,0
HAM10000_all_images/ISIC_0029039.jpg,3,0
HAM10000_all_images/ISIC_0029316.jpg,6,0
HAM10000_all_images/ISIC_0029880.jpg,2,0
HAM10000_all_images/ISIC_0029412.jpg,1,0
HAM10000_all_images/ISIC_0032684.jpg,6,0
HAM10000_all_images/ISIC_0028198.jpg,6,0
HAM10000_all_images/ISIC_0027132.jpg,4,0
HAM10000_all_images/ISIC_0027287.jpg,2,0
HAM10000_all_images/ISIC_0029083.jpg,1,0
HAM10000_all_images/ISIC_0031459.jpg,2,0
HAM10000_all_images/ISIC_0033184.jpg,2,0
HAM10000_all_images/ISIC_0025599.jpg,5,0
HAM10000_all_images/ISIC_0027488.jpg,3,0
HAM10000_all_images/ISIC_0027044.jpg,3,0
HAM10000_all_images/ISIC_0031940.jpg,0,0
HAM10000_all_images/ISIC_0030306.jpg,4,0
HAM10000_all_images/ISIC_0026074.jpg,1,0
HAM10000_all_images/ISIC_0031210.jpg,4,0
HAM10000_all_images/ISIC_0033638.jpg,6,0
HAM10000_all_images/ISIC_0031649.jpg,4,0
HAM10000_all_images/ISIC_0029576.jpg,2,0
HAM10000_all_images/ISIC_0034068.jpg,6,0
HAM10000_all_images/ISIC_0026169.jpg,4,0
HAM10000_all_images/ISIC_0030956.jpg,5,0
HAM10000_all_images/ISIC_0031272.jpg,1,0
HAM10000_all_images/ISIC_0034242.jpg,6,0
HAM10000_all_images/ISIC_0031078.jpg,2,0
HAM10000_all_images/ISIC_0028372.jpg,0,0
HAM10000_all_images/ISIC_0030487.jpg,0,0
HAM10000_all_images/ISIC_0032804.jpg,2,0
HAM10000_all_images/ISIC_0027822.jpg,6,0
HAM10000_all_images/ISIC_0030100.jpg,4,0
HAM10000_all_images/ISIC_0030283.jpg,5,0
HAM10000_all_images/ISIC_0030565.jpg,2,0
HAM10000_all_images/ISIC_0027996.jpg,2,0
HAM10000_all_images/ISIC_0025470.jpg,2,0
HAM10000_all_images/ISIC_0032740.jpg,2,0
HAM10000_all_images/ISIC_0032897.jpg,0,0
HAM10000_all_images/ISIC_0031429.jpg,3,0
HAM10000_all_images/ISIC_0033847.jpg,3,0
HAM10000_all_images/ISIC_0031901.jpg,5,0
HAM10000_all_images/ISIC_0025584.jpg,1,0
HAM10000_all_images/ISIC_0031570.jpg,0,0
HAM10000_all_images/ISIC_0032718.jpg,6,0
HAM10000_all_images/ISIC_0034135.jpg,3,0
HAM10000_all_images/ISIC_0026245.jpg,2,0
HAM10000_all_images/ISIC_0029888.jpg,4,0
HAM10000_all_images/ISIC_0029177.jpg,3,0
HAM10000_all_images/ISIC_0026789.jpg,3,0
HAM10000_all_images/ISIC_0032468.jpg,3,0
HAM10000_all_images/ISIC_0033414.jpg,2,0
HAM10000_all_images/ISIC_0026324.jpg,1,0
HAM10000_all_images/ISIC_0030800.jpg,1,0
HAM10000_all_images/ISIC_0028211.jpg,6,0
HAM10000_all_images/ISIC_0026693.jpg,5,0
HAM10000_all_images/ISIC_0033717.jpg,6,0
HAM10000_all_images/ISIC_0027990.jpg,2,0
HAM10000_all_images/ISIC_0032206.jpg,0,0
HAM10000_all_images/ISIC_0025275.jpg,2,0
HAM10000_all_images/ISIC_0033020.jpg,1,0
HAM10000_all_images/ISIC_0031609.jpg,0,0
HAM10000_all_images/ISIC_0025350.jpg,0,0
HAM10000_all_images/ISIC_0032424.jpg,6,0
HAM10000_all_images/ISIC_0024445.jpg,2,0
HAM10000_all_images/ISIC_0026522.jpg,0,0
HAM10000_all_images/ISIC_0031955.jpg,5,0
HAM10000_all_images/ISIC_0030756.jpg,6,0
HAM10000_all_images/ISIC_0024463.jpg,0,0
HAM10000_all_images/ISIC_0028463.jpg,6,0
HAM10000_all_images/ISIC_0030690.jpg,1,0
HAM10000_all_images/ISIC_0024511.jpg,0,0
HAM10000_all_images/ISIC_0024867.jpg,5,0
HAM10000_all_images/ISIC_0029801.jpg,2,0
HAM10000_all_images/ISIC_0028431.jpg,5,0
HAM10000_all_images/ISIC_0029104.jpg,4,0
HAM10000_all_images/ISIC_0027506.jpg,0,0
HAM10000_all_images/ISIC_0025612.jpg,5,0
HAM10000_all_images/ISIC_0033695.jpg,3,0
HAM10000_all_images/ISIC_0028201.jpg,2,0
HAM10000_all_images/ISIC_0026736.jpg,4,0
HAM10000_all_images/ISIC_0027171.jpg,6,0
HAM10000_all_images/ISIC_0031002.jpg,3,0
HAM10000_all_images/ISIC_0028858.jpg,1,0
HAM10000_all_images/ISIC_0033092.jpg,5,0
HAM10000_all_images/ISIC_0025911.jpg,3,0
HAM10000_all_images/ISIC_0028930.jpg,6,0
HAM10000_all_images/ISIC_0030770.jpg,5,0
HAM10000_all_images/ISIC_0025793.jpg,1,0
HAM10000_all_images/ISIC_0025876.jpg,2,0
HAM10000_all_images/ISIC_0031430.jpg,0,0
HAM10000_all_images/ISIC_0030998.jpg,2,0
HAM10000_all_images/ISIC_0025677.jpg,5,0
HAM10000_all_images/ISIC_0025423.jpg,4,0
HAM10000_all_images/ISIC_0025954.jpg,3,0
HAM10000_all_images/ISIC_0024904.jpg,5,0
HAM10000_all_images/ISIC_0025640.jpg,4,1
HAM10000_all_images/ISIC_0027385.jpg,5,1
HAM10000_all_images/ISIC_0034214.jpg,5,1
HAM10000_all_images/ISIC_0031789.jpg,1,1
HAM10000_all_images/ISIC_0025331.jpg,0,1
HAM10000_all_images/ISIC_0028493.jpg,6,1
HAM10000_all_images/ISIC_0032775.jpg,5,1
HAM10000_all_images/ISIC_0033031.jpg,5,1
HAM10000_all_images/ISIC_0033260.jpg,2,1
HAM10000_all_images/ISIC_0027921.jpg,4,1
HAM10000_all_images/ISIC_0032652.jpg,1,1
HAM10000_all_images/ISIC_0025504.jpg,3,1
HAM10000_all_images/ISIC_0028095.jpg,1,1
HAM10000_all_images/ISIC_0027825.jpg,1,1
HAM10000_all_images/ISIC_0027677.jpg,1,1
HAM10000_all_images/ISIC_0030830.jpg,3,1
HAM10000_all_images/ISIC_0026964.jpg,4,1
HAM10000_all_images/ISIC_0033583.jpg,2,1
HAM10000_all_images/ISIC_0024635.jpg,2,1
HAM10000_all_images/ISIC_0028790.jpg,3,1
HAM10000_all_images/ISIC_0032205.jpg,4,1
HAM10000_all_images/ISIC_0024743.jpg,1,1
HAM10000_all_images/ISIC_0031996.jpg,5,1
HAM10000_all_images/ISIC_0028086.jpg,6,1
HAM10000_all_images/ISIC_0027577.jpg,0,1
HAM10000_all_images/ISIC_0031181.jpg,2,1
HAM10000_all_images/ISIC_0025811.jpg,0,1
